Year,Code,Klassifikator,Klassifikator_ru,Klassifikator_en,Klassifikator_uzc,Value,women,men,>18,18-25,26-35,36-45,46-55,56+,Women under 18,Women 18-25,Women 26-35,Women 36-45,Women 46-55,Women 56+,Men under 18,Men 18-25,Men 26-35,Men 36-45,Men 46-55,Men 56+,ref_name_uz,ref_name_en,ref_name_ru,ref_code,ref_region_id
2023,1733208,Gurlan tumani,Гурленский район,Gurlan district,Гурлан тумани,154500,76200,78300,52685,17982,26591,22228.0,16793.0,18197.0,25451,8856,12774,11104.0,8399.0,9635.0,27234,9126,13817,11124.0,8395.0,8562.0,Gurlan tumani,Gurlan District,Гурленский район,18,13
2024,1733208,Gurlan tumani,Гурленский район,Gurlan district,Гурлан тумани,157200,77500,79700,54032,17551,26646,22563.0,17345.0,19082.0,26169,8482,12882,11236.0,8629.0,10132.0,27863,9069,13764,11327.0,8716.0,8950.0,Gurlan tumani,Gurlan District,Гурленский район,18,13
2025,1733208,Gurlan tumani,Гурленский район,Gurlan district,Гурлан тумани,159800,78800,81000,54635,17798,26614,22895.0,17828.0,20067.0,26479,8585,12836,11354.0,8903.0,10634.0,28156,9213,13778,11542.0,8925.0,9433.0,Gurlan tumani,Gurlan District,Гурленский район,18,13
2010,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,141300,,70700,,,,,,,,,,,,,,,,,,,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2011,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,145100,,73200,,,,,,,,,,,,,,,,,,,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2012,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,147900,,74600,,,,,,,,,,,,,,,,,,,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2013,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,150500,,75900,53968,22466,26881,19801.0,14401.0,12946.0,25989,11297,13364,9812.0,7308.0,6789.0,27979,11169,13517,9989.0,7093.0,6157.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2014,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,153500,76100,77400,54230,22576,27850,20071.0,15136.0,13619.0,26034,11335,13929,9982.0,7649.0,7138.0,28196,11241,13921,10089.0,7487.0,6481.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2015,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,156900,77800,79100,55114,23022,28326,20433.0,15670.0,14320.0,26402,11603,14257,10069.0,7897.0,7545.0,28712,11419,14069,10364.0,7774.0,6775.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2016,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,160100,79400,80700,56076,22228,29511,20915.0,16402.0,14935.0,26805,11406,14719,10326.0,8197.0,7894.0,29271,10822,14792,10589.0,8206.0,7041.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2017,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,163000,80900,82100,56951,21677,30425,21253.0,16997.0,15659.0,27181,11145,15194,10512.0,8474.0,8293.0,29770,10532,15231,10741.0,8523.0,7366.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2018,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,165600,82100,83500,57393,21253,31032,21959.0,17474.0,16514.0,27426,10719,15564,10897.0,8722.0,8764.0,29967,10534,15468,11062.0,8752.0,7750.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2019,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,168600,83600,85000,58389,20449,31744,22662.0,17934.0,17416.0,27865,10337,16036,11211.0,9009.0,9138.0,30524,10112,15708,11451.0,8925.0,8278.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2020,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,171600,85100,86500,59643,19796,31975,23553.0,18201.0,18480.0,28378,9977,16216,11655.0,9098.0,9757.0,31265,9819,15759,11898.0,9103.0,8723.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2021,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,173700,86100,87600,60294,19251,31950,24258.0,18537.0,19424.0,28700,9568,16307,12092.0,9247.0,10239.0,31594,9683,15643,12167.0,9290.0,9185.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2022,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,176100,87300,88800,61150,18850,31744,25035.0,18820.0,20458.0,28994,9388,16263,12432.0,9457.0,10761.0,32156,9462,15481,12603.0,9363.0,9697.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2023,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,178900,88700,90200,62330,18859,31253,25489.0,19410.0,21603.0,29587,9273,16054,12629.0,9751.0,11398.0,32743,9586,15199,12861.0,9659.0,10205.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2024,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,182300,90400,91900,64097,18782,30549,26082.0,19917.0,22838.0,30448,9212,15615,13103.0,9950.0,12029.0,33649,9570,14934,12979.0,9967.0,10809.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2025,1733212,Qo‘shko‘pir tumani,Кошкупырский район,Kushkupyr district,Қўшкўпир тумани,185400,91900,93500,65425,18610,30725,26197.0,20498.0,23913.0,31198,9092,15545,13185.0,10224.0,12635.0,34227,9518,15180,13013.0,10274.0,11278.0,Qo'shko'pir tumani,Qo'shko'pir District,Кошкупырский район,22,13
2010,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,160800,,79000,,,,,,,,,,,,,,,,,,,Urganch tumani,Urganch District,Ургутский район,24,13
2011,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,165000,,82000,,,,,,,,,,,,,,,,,,,Urganch tumani,Urganch District,Ургутский район,24,13
2012,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,168500,,83700,,,,,,,,,,,,,,,,,,,Urganch tumani,Urganch District,Ургутский район,24,13
2013,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,171600,,85200,58051,25726,31916,22348.0,17143.0,16422.0,28898,12591,15915,11520.0,8794.0,8667.0,29153,13135,16001,10829.0,8349.0,7755.0,Urganch tumani,Urganch District,Ургутский район,24,13
2014,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,175100,88200,86900,58632,25057,33511,22666.0,17934.0,17304.0,29123,12337,16781,11599.0,9167.0,9201.0,29509,12720,16730,11067.0,8768.0,8103.0,Urganch tumani,Urganch District,Ургутский район,24,13
2015,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,178700,90100,88600,59593,24669,34274,23506.0,18523.0,18194.0,29535,12174,17112,12165.0,9465.0,9633.0,30058,12495,17162,11341.0,9058.0,8561.0,Urganch tumani,Urganch District,Ургутский район,24,13
2016,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,182500,91900,90600,60324,24297,35281,24250.0,19221.0,19134.0,29859,11980,17610,12437.0,9884.0,10163.0,30465,12317,17671,11813.0,9337.0,8971.0,Urganch tumani,Urganch District,Ургутский район,24,13
2017,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,186200,93800,92400,61143,23156,36976,24835.0,19988.0,20126.0,30353,11078,18640,12736.0,10317.0,10669.0,30790,12078,18336,12100.0,9672.0,9457.0,Urganch tumani,Urganch District,Ургутский район,24,13
2018,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,190200,95800,94400,61773,22554,37947,25985.0,20617.0,21272.0,30701,10843,19091,13222.0,10695.0,11233.0,31072,11711,18856,12763.0,9922.0,10039.0,Urganch tumani,Urganch District,Ургутский район,24,13
2019,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,193900,97700,96200,62953,21675,38455,27242.0,21007.0,22583.0,31291,10532,19156,13860.0,10855.0,11995.0,31662,11143,19299,13382.0,10153.0,10588.0,Urganch tumani,Urganch District,Ургутский район,24,13
2020,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,197500,99400,98100,64203,21187,38130,28606.0,21719.0,23684.0,31828,10289,18969,14509.0,11249.0,12600.0,32375,10898,19161,14097.0,10470.0,11085.0,Urganch tumani,Urganch District,Ургутский район,24,13
2021,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,201200,101400,99800,65477,21056,37553,30019.0,22199.0,24944.0,32487,10149,18726,15205.0,11457.0,13376.0,32990,10907,18827,14814.0,10742.0,11568.0,Urganch tumani,Urganch District,Ургутский район,24,13
2022,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,205500,103500,102000,67296,21013,37084,30984.0,22636.0,26461.0,33196,10166,18629,15601.0,11723.0,14193.0,34100,10847,18455,15383.0,10914.0,12268.0,Urganch tumani,Urganch District,Ургутский район,24,13
2023,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,209200,105400,103800,68597,20772,36466,32002.0,23359.0,28050.0,33655,10226,18295,16183.0,12095.0,14944.0,34942,10546,18171,15819.0,11264.0,13106.0,Urganch tumani,Urganch District,Ургутский район,24,13
2024,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,213500,107500,106000,69770,21252,35475,33212.0,24212.0,29601.0,34118,10637,17622,16816.0,12489.0,15805.0,35652,10615,17853,16396.0,11723.0,13797.0,Urganch tumani,Urganch District,Ургутский район,24,13
2025,1733217,Urganch tumani,Ургенчский район,Urgench district,Урганч тумани,218400,109900,108500,71269,21354,35369,33951.0,25327.0,31098.0,34769,10800,17425,17245.0,13088.0,16589.0,36500,10554,17944,16707.0,12240.0,14509.0,Urganch tumani,Urganch District,Ургутский район,24,13
2010,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,208000,,103600,,,,,,,,,,,,,,,,,,,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2011,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,212000,,104800,,,,,,,,,,,,,,,,,,,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2012,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,215800,,106700,,,,,,,,,,,,,,,,,,,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2013,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,219200,,108400,76592,31571,41006,28320.0,20140.0,21551.0,37269,15541,21043,14565.0,10842.0,11493.0,39323,16030,19963,13755.0,9299.0,10059.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2014,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,223100,112600,110500,77433,31331,41614,29386.0,20856.0,22495.0,37538,15403,21340,15062.0,11219.0,12064.0,39895,15928,20274,14324.0,9637.0,10431.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2015,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,227400,114700,112700,78696,31306,41577,30458.0,21831.0,23507.0,38094,15356,21327,15564.0,11661.0,12649.0,40602,15950,20250,14894.0,10170.0,10858.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2016,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,231500,116700,114800,79450,31221,42026,31681.0,22444.0,24724.0,38357,15360,21398,16267.0,12022.0,13303.0,41093,15861,20628,15414.0,10422.0,11421.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2017,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,235700,118700,117000,81009,30331,42635,32594.0,23439.0,25654.0,39196,14846,21380,16886.0,12437.0,13888.0,41813,15485,21255,15709.0,11002.0,11766.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2018,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,239400,120400,119000,82001,29551,43301,33817.0,24215.0,26506.0,39810,14322,21594,17531.0,12808.0,14367.0,42191,15229,21707,16286.0,11408.0,12139.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2019,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,243500,122400,121100,83303,29000,43786,34820.0,25036.0,27557.0,40527,13969,21752,17930.0,13163.0,15087.0,42776,15031,22034,16890.0,11874.0,12470.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2020,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,247700,124400,123300,85208,27807,44515,35449.0,25847.0,28931.0,41487,13345,21899,18317.0,13559.0,15855.0,43721,14462,22616,17132.0,12288.0,13076.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2021,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,196900,98600,98300,68205,21296,34035,28699.0,20978.0,23710.0,33245,9982,16763,14713.0,11024.0,12926.0,34960,11314,17272,13987.0,9954.0,10785.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2022,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,198700,99500,99200,69424,20743,33096,29390.0,21217.0,24789.0,33803,9706,16310,14845.0,11166.0,13638.0,35621,11037,16786,14545.0,10051.0,11151.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2023,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,202200,101200,101000,70948,20616,32836,29857.0,21744.0,26178.0,34511,9536,16209,15169.0,11379.0,14359.0,36437,11080,16627,14688.0,10365.0,11820.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2024,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,206000,103000,103000,73312,20718,32111,30211.0,22456.0,27158.0,35568,9820,15533,15401.0,11697.0,14965.0,37744,10898,16578,14811.0,10759.0,12194.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2025,1733220,Xazorasp tumani,Хазараспский район,Khazarasp district,Хазорасп тумани,210000,105000,105000,75277,20932,31979,30122.0,23058.0,28615.0,36488,10060,15368,15286.0,12022.0,15718.0,38789,10872,16611,14836.0,11036.0,12898.0,Hazorasp tumani,Hazorasp District,Хазараспский район,20,13
2010,1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0,,0,,,,,,,,,,,,,,,,,,,Tuproqqal'a tumani,Tuproqqal'a District,Тупроққала район,27,13
2011,1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0,,0,,,,,,,,,,,,,,,,,,,Tuproqqal'a tumani,Tuproqqal'a District,Тупроққала район,27,13
2012,1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0,,0,,,,,,,,,,,,,,,,,,,Tuproqqal'a tumani,Tuproqqal'a District,Тупроққала район,27,13
2013,1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0,,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,Tuproqqal'a tumani,Tuproqqal'a District,Тупроққала район,27,13
2014,1733221,Tuproqqal’a tumani,Тупроккалинский район,Tuprakkala district,Тупроққалъа тумани,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,Tuproqqal'a tumani,Tuproqqal'a District,Тупроққала район,27,13
